"715690137900941312"	1
"715690138957799425"	1
"715690140849586178"	1
"715690141306650624"	1
"715690143449899009"	1
"715690144515272704"	1
"715690146062950400"	1
"715690148764258304"	1
"715690151184244736"	1
"715690151595417604"	1
"715690152736067584"	1
"715690153545637888"	1
"715690155760160768"	1
"715690158360760324"	1
"715690160260689920"	1
"715690162362167296"	1
"715690168229822464"	1
"715690168280154112"	1
"715690174626144256"	1
"715690177973366784"	1
"715690185824964608"	1
"715690187469271044"	1
"715690187674804224"	1
"715690187888529408"	1
"715690188060512257"	1
"715690193353834496"	1
"715690194519896065"	1
"715690195752919041"	1
"715690198277836800"	1
"715690199825690624"	1
"715690200169484288"	1
"715690202115678208"	1
"715690202979811328"	1
"715690206461042690"	1
"715690207857737728"	1
"715690208449191937"	1
"715690211569745921"	1
"715690217877835776"	1
"715690217978462211"	1
"715690218452611072"	1
"715690222529306624"	1
"715690224341221378"	1
"715690224819576832"	1
"715690227961081858"	1
"715690229026258944"	1
"715690229340835840"	1
"715690229579915264"	1
"715690234021695489"	1
"715690235976224768"	1
"715690237779775489"	1
"715690238689955841"	1
"715690240111943680"	1
"715690241533865985"	1
"715690244595552256"	1
"715690254422945793"	1
"715690254456471552"	1
"715690254791999489"	1
"715690256566206464"	1
"715690257182760961"	1
"715690258369814529"	1
"715690266091323393"	1
"715690266280087552"	1
"715690266607427585"	1
"715690266938712065"	1
"715690269828648960"	1
"715690271061647366"	1
"715690272080797698"	1
"715690273171513344"	1
"715690275192999936"	1
"715690275377713152"	1
"715690276052799488"	1
"715690276115775488"	1
"715690282734358528"	1
"715690284999376896"	1
"715690286450487296"	1
"715690290770612225"	1
"715690292498669568"	1
"715690293450960896"	1
"715690294898003969"	1
"715690295380168704"	1
"715690296504414208"	1
"715690299083730944"	1
"715690300635787264"	1
"715690303668101121"	1
"715690309729001476"	1
"715690318893441024"	1
"715690325130493952"	1
"715690327277895681"	1
"715690328838119425"	1
"715690329983168513"	1
"715690330859966465"	1
"715690331463880705"	1
"715690332491386880"	1
"715690337537101824"	1
"715690340104159235"	1
"715690352267624448"	1
"715690352980561921"	1
"715690353244778496"	1
"715690354381447168"	1
"715690355924963329"	1
"715690356755435520"	1
"715690359825821700"	1
"715690365789929472"	1
"715690366142287872"	1
"715690367228579841"	1
"715690369061552128"	1
"715690371578077184"	1
"715690377051709440"	1
"715690385872330752"	1
"715690390158970880"	1
"715690393015230465"	1
"715690393430429696"	1
"715690394114084864"	1
"715690394701275136"	1
"715690396869767168"	1
"715690396999921665"	1
"715690399738671105"	1
"715690404616667136"	1
"715690405413556224"	1
"715690405975576576"	1
"715690410664988672"	1
"715690412845838336"	1
"715690415643463680"	1
"715690419720495105"	1
"715690420219420672"	1
"715690420441903105"	1
"715690420651614208"	1
"715690422081703936"	1
"715690424057393156"	1
"715690435205672960"	1
"715690438863282176"	1
